Epoch	Train Loss	Val Loss	Val Spearman/Accuracy
1	1.9413218116253461	1.9866700172424316	0.5399284862932062
2	0.8409463902166062	1.8552742004394531	0.5309892729439809
3	0.6781999634263842	1.754702091217041	0.5411203814064363
4	0.5889370270268636	1.6678855419158936	0.6203814064362336
5	0.5271476436060227	1.5877012014389038	0.6531585220500596
6	0.47662188403295064	1.5085612535476685	0.6764004767580453
7	0.4437515089119985	1.4198704957962036	0.7085816448152562
8	0.4097482060352451	1.3222260475158691	0.7497020262216925
9	0.3828848492944917	1.2220954895019531	0.7735399284862932
10	0.35494428939547373	1.119813084602356	0.799761620977354
11	0.34072993071182367	1.017755389213562	0.8194278903456496
12	0.315541008005365	0.9181980490684509	0.83492252681764
13	0.30394822974073554	0.8122664093971252	0.8402860548271752
14	0.28713953733055336	0.7154790759086609	0.8545887961859356
15	0.2720059024952693	0.6316430568695068	0.865315852205006
16	0.2652066866435541	0.5598150491714478	0.8694874851013111
17	0.2482017715717634	0.4974604547023773	0.8760429082240763
18	0.2382366572488399	0.44409817457199097	0.8790226460071514
19	0.22806274876787225	0.40480080246925354	0.8814064362336115
20	0.22179438762102555	0.37846723198890686	0.8855780691299165
21	0.2166115667639212	0.35778358578681946	0.8891537544696066
22	0.20652360981932993	0.34098130464553833	0.8933253873659118
23	0.20419804742151118	0.32875856757164	0.8945172824791419
24	0.1944283916001745	0.32413655519485474	0.8945172824791419
25	0.18429810050524098	0.3210066258907318	0.8933253873659118
26	0.18011624513363117	0.3172090947628021	0.898092967818832
27	0.17753184640939443	0.31568291783332825	0.900476758045292
28	0.16897748549003594	0.3167879581451416	0.899880810488677
29	0.16543490473288028	0.3189811408519745	0.902264600715137
30	0.16732764719041363	0.3206309974193573	0.902264600715137
31	0.156830992359532	0.32184579968452454	0.899284862932062
32	0.15691120125840216	0.3225671052932739	0.899880810488677
33	0.15055758929667842	0.3209330439567566	0.8963051251489869
34	0.1512599110879309	0.3200663626194	0.899880810488677
35	0.14086466839341608	0.32359209656715393	0.8969010727056019
