Dataset	Embedding	Hidden Dimension	Seed	Best Val Metric	Test Metric	Parameter Count	Max Memory	Run Time
gb1	BC	32	2	0.8648594049378633	0.8209303836689913	87105	96.80322265625	17.769960641860962
gb1	BC	32	4	0.8826435610737768	0.8237509380551881	87105	96.80322265625	19.02613615989685
gb1	BC	32	8	0.8718399427784852	0.8230467450892484	87105	96.80322265625	18.809906721115112
gb1	BC	32	16	0.8822511869104246	0.8193553158766025	87105	96.80322265625	16.02635407447815
gb1	BC	32	32	0.8759496319054199	0.8227293789029309	87105	96.80322265625	19.663902521133423
gb1	BD	32	2	0.8837802406160127	0.8122856179835686	56641	71.49365234375	11.157984972000122
gb1	BD	32	4	0.8817425674555827	0.8218626930258764	56641	71.49365234375	10.797558784484863
gb1	BD	32	8	0.8998531227845246	0.8165881366279218	56641	71.49365234375	10.377320051193237
gb1	BD	32	16	0.890554078535759	0.8105727191774112	56641	71.49365234375	12.904259443283081
gb1	BD	32	32	0.8975404827127125	0.8169024522163636	56641	71.49365234375	12.684537649154663
gb1	BE	32	2	0.8919316066460872	0.8104426846641157	69697	83.69580078125	13.720987796783447
gb1	BE	32	4	0.8925340526990316	0.8293857050054756	69697	83.69580078125	13.371185541152954
gb1	BE	32	8	0.8892001190178349	0.8274504585004319	69697	83.69580078125	14.65854287147522
gb1	BE	32	16	0.8747294522072376	0.8223771125897141	69697	83.69580078125	10.83899974822998
gb1	BE	32	32	0.890112435673418	0.8184968146531075	69697	83.69580078125	11.32045316696167
gb1	BF	32	2	0.8706290637659918	0.8301501582446982	87105	96.80322265625	13.661041975021362
gb1	BF	32	4	0.9027987479094776	0.8287823017980044	87105	96.80322265625	11.653318643569946
gb1	BF	32	8	0.8833310905836245	0.8324438228027826	87105	96.80322265625	13.947188138961792
gb1	BF	32	16	0.8912767242688538	0.8307086515009574	87105	96.80322265625	13.712118148803711
gb1	BF	32	32	0.8843699043516868	0.8311033081171957	87105	96.80322265625	11.624980688095093
gb1	BG	32	2	0.8807655798024833	0.8244166991062664	87105	96.80322265625	13.52015209197998
gb1	BG	32	4	0.8960781076697293	0.8389443969134456	87105	96.80322265625	11.333964347839355
gb1	BG	32	8	0.8904494788780414	0.8304354190398123	87105	96.80322265625	14.807214260101318
gb1	BG	32	16	0.9011386211530842	0.8404598926964367	87105	96.80322265625	14.014597177505493
gb1	BG	32	32	0.8917904195544469	0.822991280348244	87105	96.80322265625	15.754844188690186
gb1	CD	32	2	0.8146816169426512	0.7992646424955926	39233	53.22412109375	9.82067084312439
gb1	CD	32	4	0.8239671934243288	0.8190356920872894	39233	53.22412109375	10.217236518859863
gb1	CD	32	8	0.814078485439889	0.8168450567957266	39233	53.22412109375	9.741350412368774
