Embedding	Hidden Dimension	Seed	Test AUROC	Test PRC	Test Accuracy	Test Sensitivity	Test Specificity	Test Precision	Test F1	Test MCC	Best Val AUROC	Best Val PRC	Best Val Accuracy	Best Val Sensitivity	Best Val Specificity	Best Val Precision	Best Val F1	Best Val MCC	Parameter Count
DEFG	1024	4	0.7528091827246604	0.7507926572651715	0.6873847217952659	0.6865201352597602	0.6882493083307716	0.6877093036683475	0.6871142049497144	0.3747700038795099	0.697971482346852	0.7080500541955477	0.6404826189672629	0.6047249409382383	0.6762402969962875	0.6513031151175893	0.6271503823874276	0.281686496535421	0.6269277840581167
DEFG	1024	8	0.7502796661472788	0.7501262161121407	0.6835229019366739	0.6613894866277282	0.7056563172456194	0.6920231585718881	0.6763596353348004	0.36740595598583825	0.6973915978471801	0.7090695032779607	0.6399932500843739	0.5860276746540668	0.693958825514681	0.6569309927360775	0.6194570297170989	0.2816316879983708	0.6272491051947149
DEFG	1024	16	0.7481988208713486	0.7446422211305053	0.6830233630494927	0.7221411005225945	0.643905625576391	0.6697434069850321	0.6949559943791139	0.3671721425563482	0.700242666642671	0.7084291020557336	0.6410901113736078	0.6276409044886939	0.6545393182585217	0.6449901154926646	0.6361972529634128	0.2822823603501959	0.6264049946879601
DEFG	1024	32	0.7512806066055131	0.7490595873649942	0.6854442053489087	0.676145096833692	0.6947433138641255	0.6889584964761158	0.6824916608486541	0.37095257132087556	0.6996422345387237	0.7094376236888548	0.6424232197097536	0.5867701653729328	0.6980762740465745	0.6602612790521039	0.6213502019227333	0.28662749415949007	0.6265457777247975
BDEF	1024	2	0.7164973145694735	0.7135049341632737	0.6533392253304642	0.6220027666769136	0.6846756839840148	0.6635920141024064	0.6421246801674039	0.3072825311274488	0.6634389157125073	0.6658576325393625	0.6138710766115424	0.5508268646641917	0.676915288558893	0.630300455704024	0.587889921475398	0.22957438488475573	0.65107726032091
BDEF	1024	4	0.717643706053359	0.7135474416066652	0.6536082078081771	0.6443667383953274	0.6628496772210267	0.6565008025682183	0.6503771792037544	0.3072689045517395	0.6597528387290703	0.6621190160457572	0.6125379682753965	0.5780290246371921	0.6470469119136011	0.6208809135399673	0.5986891549418858	0.2256139304500856	0.6531709718414549
BDEF	1024	8	0.7155908940589637	0.7118054274585565	0.649362127267138	0.6849446664617277	0.6137795880725484	0.6394389438943895	0.6614100185528757	0.29948357970939543	0.660558363590823	0.6631583981520306	0.6119473506581168	0.631117111036112	0.5927775902801214	0.6078138204511474	0.6192463077024969	0.22405943647011847	0.6525711855331547
BDEF	1024	16	0.7163968034685095	0.7133715727913629	0.6527436212726714	0.6598908699661851	0.6455963725791577	0.650590998636157	0.6552079359023273	0.30551845783890474	0.6632078045700095	0.6661595295593749	0.615558555518056	0.5933513331083361	0.6377657779277759	0.62092957547503	0.6068272815131851	0.23134540461304176	0.6504130914329557
BDEF	1024	32	0.7180062878419401	0.713517544346316	0.6536466338764217	0.6462496157393176	0.661043652013526	0.6559538203518078	0.6510655594913188	0.30732690091522785	0.6620462985437792	0.6629079218804557	0.6122004724940938	0.5809314883563955	0.6434694566317921	0.6196853511898334	0.5996829654920132	0.22484105211788924	0.6520213375733666
CDEF	1024	2	0.7504672243120376	0.7493758713354245	0.6835036889025515	0.6960498001844452	0.6709575776206579	0.6790118828953781	0.6874252860477031	0.3671229699175614	0.7024989392745653	0.7127488225180109	0.6432332095848802	0.6096523793452582	0.6768140398245022	0.6535455861070911	0.6308363890343984	0.2871146935299486	0.6241116975635602
CDEF	1024	4	0.7497342283079235	0.7488803476148531	0.6837726713802643	0.7070396557024285	0.6605056870581002	0.6756012483936111	0.690963029722676	0.3679439334357471	0.7017765337121608	0.7114559949553765	0.6433513331083361	0.6230172122848464	0.6636854539318259	0.6494283201407212	0.6359486693652571	0.28694005032806397	0.6248266269297282
CDEF	1024	8	0.7507557306403254	0.7488332062925659	0.6844259145404242	0.6871349523516754	0.681716876729173	0.6834320657366711	0.6852785069650692	0.3688572431229956	0.6987452298678869	0.7092340275918068	0.6403476206547418	0.6074586567667905	0.6732365845426932	0.6502293992269066	0.6281167664148243	0.2813044660620241	0.6265959504887416
CDEF	1024	16	0.7495463637564002	0.7476165585494888	0.6845411927451583	0.6810252075007686	0.6880571779895481	0.6858480708950891	0.683428130723995	0.36909151113403194	0.701243358719744	0.7116437911256985	0.6417651029362132	0.5927775902801214	0.690752615592305	0.6571631683316497	0.6233120996504427	0.28490090007438845	0.624950987243427
CDEF	1024	32	0.7490931904152132	0.7471813050599431	0.6856747617583769	0.696318782662158	0.6750307408545958	0.6818044999623749	0.6889852096878445	0.3714336963499258	0.7022366618831034	0.7127625232503364	0.6435707053661829	0.6012149848126899	0.685926425919676	0.656858407079646	0.627806167400881	0.2881772564600831	0.6240440539399635
BC	1024	2	0.716652138815276	0.7127052165080715	0.6525899169996926	0.6515139870888411	0.6536658469105441	0.6529189772027111	0.6522157254962302	0.30518054056955535	0.663027551866199	0.6647891303213946	0.6129429632129598	0.586668916638542	0.6392170097873776	0.6192070672888541	0.6024990035180147	0.22619844343122614	0.6508383046240972
BC	1024	4	0.716843434160281	0.7131188915459166	0.652340147556102	0.6592376268060252	0.6454426683061789	0.6502672175264375	0.6547216974831606	0.3047092897146847	0.6641762147142921	0.6661214750634334	0.6152716841039487	0.5953425582180223	0.6352008099898752	0.6200569440050617	0.6074484753525371	0.23072671654436247	0.650206888816343
BC	1024	8	0.7146116760531955	0.7122561474431124	0.6507454657239471	0.6552797417768214	0.6462111896710728	0.6493907083015994	0.6523219340524826	0.3015033293142667	0.6612518792637603	0.6643017433715299	0.6130779615254809	0.6059061761727979	0.620249746878164	0.61472350624893	0.6102829948160109	0.22617919107733714	0.6516199023024359
BC	1024	16	0.7148643513722206	0.7109980380625002	0.6519750999077775	0.6498616661543191	0.6540885336612358	0.6526202052944354	0.6512380145558165	0.30395291510122	0.6619269317646861	0.6645544632590829	0.6131792102598718	0.5822139723253459	0.6441444481943975	0.6206511962583199	0.6008184588593818	0.22679375890231468	0.651292841646907
BC	1024	32	0.7166247183072703	0.7129217971138976	0.6526859821703044	0.6508991699969259	0.6544727943436828	0.6532335814276349	0.6520642864016938	0.305373914280048	0.6613446273872302	0.662096352182544	0.6149004387445157	0.587782652716841	0.6420182247721904	0.6214894907754345	0.6041663053093508	0.23013960427300856	0.6523044095343526
BD	1024	2	0.7161387335275844	0.712859761821438	0.6506878266215801	0.6672302490009222	0.634145404242238	0.6458620048354101	0.65637226180801	0.30154073272109533	0.6619530817078083	0.6639551887259053	0.6127235909551131	0.6113061086736415	0.6141410732365845	0.6130440668787653	0.6121738542652426	0.2254480878779012	0.6515045110414127
BD	1024	4	0.7156573689126516	0.7127824624835284	0.6516869043959422	0.667383953273901	0.6359898555179834	0.6470697813047204	0.6570698950156058	0.3035234203938095	0.660575233823752	0.6617919685290591	0.6127910901113736	0.6131285858926764	0.6124535943300708	0.6127150084317032	0.6129217273954115	0.22558223161192048	0.652704935318467
BD	1024	8	0.7146729696482964	0.711056988055751	0.6504380571779895	0.6642330156778359	0.6366430986781433	0.6463989230424052	0.6551946329075542	0.3009906937524834	0.6588177880437648	0.6608457438675721	0.6102429969625379	0.6107323658454269	0.6097536280796491	0.6101352034795509	0.6104336386176188	0.22048609952996287	0.653229218441773
BD	1024	16	0.7151768621806596	0.7121974543651592	0.6525322778973256	0.6464033200122964	0.6586612357823548	0.6544252091032873	0.6503895300508419	0.30508747734383257	0.6592402130494799	0.6609519912967506	0.6111542355720554	0.5939925750928113	0.6283158960512993	0.6151050221927096	0.6043644729838779	0.22243953669436323	0.6532480424214085
BD	1024	32	0.7162124398471972	0.7135247864597172	0.6506301875192131	0.6672302490009222	0.6340301260375039	0.6457899434692056	0.6563350468702752	0.30142654426860216	0.6624456381774135	0.6643789343420553	0.61419169760378	0.6116436044549444	0.6167397907526156	0.6147766206452051	0.6132061107445567	0.22838636095101322	0.6508765494948177
BE	1024	2	0.7161996926812291	0.7133157708243872	0.6512065785428834	0.6575853058715032	0.6448278512142638	0.6493018667476097	0.6534173348606338	0.30243776936134675	0.6606544166215136	0.6626872311697102	0.6122342220722241	0.6026999662504219	0.6217684778940263	0.6144159642181318	0.6085015759434365	0.22450926455307713	0.6525885211025345
BE	1024	4	0.7158229218631831	0.7135488365402932	0.6508415308945589	0.652282508453735	0.6494005533353827	0.650408061611556	0.6513439364579936	0.3016843146361916	0.6601932371221667	0.6616864966473528	0.6119136010799865	0.5962875464056699	0.627539655754303	0.6155239687848384	0.6057530771076902	0.22393658767425995	0.6525396019632737
BE	1024	8	0.7160408064113818	0.7129810279488736	0.6512257915770059	0.6779895481094375	0.6244620350445742	0.643542327752854	0.660316985086357	0.3028858078104594	0.6602112697393172	0.6624422405935687	0.6115592305096186	0.6180897738778265	0.6050286871414108	0.6101209314721657	0.6140795010645966	0.2231374945652711	0.6524370453947507
BE	1024	16	0.7152488328007942	0.7122237454858086	0.6518598217030434	0.6508991699969259	0.6528204734091608	0.6521521521521522	0.6515250586561021	0.30372020398401745	0.6618355390917047	0.663374220723957	0.6133817077286534	0.5903138710766116	0.6364495443806952	0.6188656547429502	0.6042526730347365	0.22700513440469494	0.6517758372624178
BE	1024	32	0.7127089692101471	0.7096424073727907	0.6498232400860744	0.6591607746695358	0.640485705502613	0.6470765748774048	0.6530627783911371	0.29969874592841733	0.6612872667728171	0.662694735103084	0.6139892001349984	0.5988187647654404	0.6291596355045562	0.6175559500191431	0.6080430424427271	0.22808340763523735	0.6515314418320877
BF	1024	2	0.7168720492075276	0.7133081399944088	0.6530126037503843	0.6518213956347987	0.6542038118659699	0.6533780140204914	0.6525987765936982	0.3060260759897894	0.6633238260061742	0.6651996002198698	0.6132804589942625	0.585926425919676	0.6406344920688491	0.619836481131065	0.6024046218706084	0.22690072625541619	0.650556954080657
BF	1024	4	0.7168242248175654	0.7129581381270299	0.6533968644328312	0.6592760528742699	0.6475176759913925	0.6516141283706798	0.6554226993161936	0.30681493962769646	0.6640174920316028	0.6655128803381601	0.6144785690178872	0.5953763077961526	0.633580830239622	0.6190258965541442	0.6069708230112855	0.22912441243495468	0.6505223032151208
BF	1024	8	0.714633292193146	0.7121041927563404	0.6508799569628035	0.6553565939133108	0.6464033200122964	0.6495410747610161	0.6524358753658116	0.3017720093581615	0.6614103895166041	0.6644479537721105	0.6140229497131285	0.6041511981100236	0.6238947013162336	0.6163195042175934	0.6101746910950149	0.22809035924538829	0.6514811952131003
BF	1024	16	0.7146966677416831	0.7109849915783852	0.6529549646480172	0.6569320627113434	0.648977866584691	0.6517479318363768	0.6543297292125155	0.30591960709902616	0.6618450300927093	0.6649036763067817	0.6128754640566992	0.5893688828889639	0.6363820452244346	0.6184438856819067	0.6035564311265488	0.22600082401263547	0.6512611017491099
BF	1024	32	0.7168339457682373	0.7131892830426411	0.6530126037503843	0.6494005533353827	0.6566246541653858	0.6541260257005729	0.6517547242576167	0.30603319317891375	0.6609594334171397	0.661331377266617	0.6142591967600405	0.589875126560918	0.638643266959163	0.6201170835550824	0.6046181786733548	0.2287906254586519	0.6528883358855284
BG	1024	2	0.71704951506609	0.7133895711622886	0.6528396864432832	0.6499385182908085	0.6557408545957578	0.6537316894059444	0.6518295855251748	0.3056845186865153	0.6634632346584362	0.6652611803282733	0.6136517043536955	0.5844751940600742	0.6428282146473169	0.6206945987599011	0.6020406389598651	0.2276913924027428	0.6505959013930214
BG	1024	4	0.7169870173340903	0.7131990354834357	0.6526091300338149	0.6595450353519828	0.6456732247156471	0.6505211294296002	0.655002003472686	0.3052476304433953	0.6643287268139657	0.6657954041297305	0.6150860614242322	0.5958150523118461	0.6343570705366183	0.6196995226060096	0.6075226263808113	0.23034327242001362	0.6503446494289801
BG	1024	8	0.7149384637465817	0.7122262062106004	0.6514755610205963	0.6570857669843222	0.6458653550568706	0.6497948016415869	0.6534199465036301	0.3029701942583011	0.661380391347032	0.6641232435252886	0.6134660816739791	0.6077286533918326	0.6192035099561255	0.6147832024581769	0.6112355736591989	0.22694710516725228	0.651634811582575
BG	1024	16	0.7149447753139313	0.7110587045936222	0.6525514909314479	0.6482477712880418	0.656855210574854	0.6538759689922481	0.6510497066995986	0.30511428472750457	0.6622526539208	0.6648540265108038	0.6132973337833277	0.5779952750590618	0.6485993925075937	0.621904277725325	0.5991463755947383	0.2271615684950068	0.6511843703785258
BG	1024	32	0.7169028023175941	0.7129945604665753	0.6532815862280972	0.6494389794036274	0.6571241930525669	0.6544687112763321	0.651944144422157	0.30657222605228235	0.6614106463687766	0.6619504700468746	0.6145966925413432	0.5880863989200135	0.6411069861626729	0.6210128657471756	0.6041013018079703	0.22951621813566844	0.6523977065585249
CD	1024	2	0.7350597404578374	0.7325479296130274	0.6732439286812173	0.6773747310175223	0.6691131263449124	0.6718243835512024	0.67458814074967	0.3464996825782489	0.6859643232902046	0.6970369480013793	0.6304758690516369	0.5798515018562268	0.681100236247047	0.6451746150957567	0.6107714184145041	0.2622996585485371	0.6342328626522936
CD	1024	4	0.7371412671674632	0.7333379450170119	0.6733015677835844	0.7008146326467876	0.6457885029203811	0.6642628205128205	0.6820493642483172	0.3471290656833037	0.6861578833285171	0.6975829765806071	0.6289571380357746	0.6138035774552818	0.6441106986162674	0.6329876096338577	0.6232480038381137	0.25803280764902814	0.633983947488049
CD	1024	8	0.734347896214698	0.7318441031605369	0.6719374423608976	0.6988933292345527	0.6449815554872426	0.6631421591862033	0.6805485397841013	0.34437570933937983	0.6869690452696544	0.698686409912715	0.6300539993250084	0.6044886938913263	0.6556193047586906	0.6370620665125378	0.620348082085029	0.26044867206302863	0.633362084367651
CD	1024	16	0.7354857642402781	0.7318182348896681	0.6722640639409776	0.6950891484783277	0.6494389794036274	0.6647434955166838	0.6795777293560749	0.3448876775570043	0.6858965057739345	0.6974255482668331	0.6299865001687479	0.5998650016874789	0.6601079986500169	0.6383192673729574	0.6184949978251414	0.2604460377296692	0.6341606748775981
CD	1024	32	0.7353583346626336	0.7322482388256135	0.6733784199200737	0.6985090685521057	0.6482477712880418	0.6650812234743159	0.68138541120024	0.34719565964278365	0.6869033964741658	0.6987325293841639	0.6295477556530543	0.60617617279784	0.6529193385082687	0.6359001593202337	0.620682505399568	0.2593790279283626	0.6334095415415653
CE	1024	2	0.7410794194124669	0.736036762954342	0.6760490316630803	0.6794113126344913	0.6726867506916693	0.6748730867590366	0.6771345958677212	0.3521060244864262	0.6905265275898531	0.6956067746180771	0.6353695578805265	0.6004049949375633	0.6703341208234898	0.6455475723927716	0.6221584947891166	0.2714035218328794	0.6335455950433806
