Embedding	Hidden Dimension	Seed	Test AUROC	Test PRC	Test Accuracy	Test Sensitivity	Test Specificity	Test Precision	Test F1	Test MCC	Best Val AUROC	Best Val PRC	Best Val Accuracy	Best Val Sensitivity	Best Val Specificity	Best Val Precision	Best Val F1	Best Val MCC	Parameter Count
CE	1024	4	0.742699351205428	0.7391753439340756	0.6784890869966185	0.6723793421457116	0.6845988318475253	0.6806971135143546	0.6765126618983182	0.3570048282419671	0.6914666760219328	0.6972040054579769	0.6366520418494769	0.5871414107323658	0.686162672966588	0.6516706622715014	0.6177253843695629	0.27465392044334813	0.6328370736009802
CE	1024	8	0.7426819196442283	0.7375462102701709	0.6770096833691976	0.6781432523824162	0.675876114355979	0.6766092857416708	0.6773754006179592	0.35402027655659934	0.6910641829726032	0.6958131533103952	0.6363651704353696	0.5905163685453931	0.682213972325346	0.6501319065135808	0.6188918168473551	0.27388424267678363	0.6335558024403858
CE	1024	16	0.7424282218055192	0.7371042941022173	0.6767022748232401	0.6706117430064555	0.6827928066400246	0.6788812385731513	0.6747211536602811	0.3534307713496967	0.6910858929611001	0.6950174734262546	0.6370232872089099	0.5854201822477219	0.6886263921700979	0.6527924130663857	0.6172734066403329	0.2755178448847143	0.6340447678382518
CE	1024	32	0.7387771849667204	0.7334208533309265	0.6752228711958193	0.6854826314171534	0.6649631109744851	0.6716996761804352	0.6785211669392568	0.3505195434138733	0.6897431182127098	0.6960414191749248	0.6343570705366183	0.5968950388120149	0.6718191022612218	0.6452389638817949	0.6201262272089763	0.269471560369253	0.6338081468692551
CF	1024	2	0.7441701435190614	0.7410545508077757	0.677797417768214	0.6385259760221335	0.7170688595142944	0.692952460383653	0.6646268298536118	0.35669676603241757	0.6840455578299534	0.6933027547606292	0.6303239959500506	0.5614917313533581	0.6991562605467432	0.6511291143203789	0.6029974085282978	0.2631534992201064	0.6373404433990386
CF	1024	4	0.7425513420348631	0.7391595746744724	0.675318936366431	0.6364893944051645	0.7141484783276975	0.6900804066158397	0.6622024106982229	0.3517000162564737	0.6849428256176497	0.6944560002964	0.6306952413094836	0.5626054674316571	0.6987850151873102	0.6512990818519242	0.6037120869171572	0.2638484491063679	0.6367266044357601
CF	1024	8	0.7419089693294534	0.7382374288484995	0.6752228711958193	0.6947433138641255	0.655702428527513	0.6686390532544378	0.681441278456204	0.35071312115825526	0.6859342858239584	0.6950949975264417	0.6336145798177523	0.6168747890651367	0.6503543705703678	0.6382428940568475	0.6273769478959292	0.2673790518838963	0.6354478484707993
CF	1024	16	0.743700647515278	0.7414017218499522	0.6786235782354749	0.669804795573317	0.687442360897633	0.681830627811461	0.6757642133012852	0.35730273632428905	0.6872197364070242	0.6968126732805321	0.6344920688491393	0.5843064461694228	0.6846776915288559	0.6494972989195679	0.6151796183775716	0.27034938707613143	0.6347779520331224
CF	1024	32	0.7429663351554985	0.7392188832665393	0.6770865355056871	0.69797110359668	0.6562019674146942	0.6699863524030836	0.683692481415263	0.35448243179310257	0.6859895836477542	0.6948031895672419	0.6314039824502193	0.6153560580492744	0.6474519068511644	0.6357613584853028	0.6253923065049992	0.2629434345340518	0.6350793860628924
CG	1024	2	0.7248586005147982	0.7184912276405901	0.6580848447586843	0.6472486935136796	0.6689209960036889	0.6615868028279654	0.6543392121824256	0.31624396634810226	0.6741898278794296	0.6769164198765828	0.6248734390820114	0.5773540330745865	0.6723928450894364	0.6379876184082942	0.6061583162072142	0.2508824807002648	0.6443170192392139
CG	1024	4	0.7273435699331762	0.7182747164447287	0.6611205041500153	0.6752997233323086	0.6469412849677221	0.656677378372319	0.6658583715379078	0.32237065977948726	0.6741330498809196	0.6734354421203389	0.6222915963550456	0.6227809652379346	0.6218022274721566	0.6221720219832091	0.6224763446845115	0.24458330985667243	0.6450815153612787
CG	1024	8	0.725613663748774	0.7184237094213306	0.6585267445434984	0.660659391331079	0.6563940977559176	0.6578534532236464	0.6592534366072968	0.317056373160496	0.6702075832556986	0.6721825227364717	0.6207728653391833	0.5888963887951401	0.6526493418832264	0.6289967917522801	0.6082864164821947	0.24203810605739126	0.6468335387837915
CG	1024	16	0.7259655832779485	0.7180908701993598	0.65862280971411	0.6325699354442054	0.6846756839840148	0.6673423058213069	0.6494910439517083	0.3176771607170554	0.6713256983503028	0.6714414854878341	0.6209416132298347	0.565069186635167	0.6768140398245022	0.6361563889205517	0.5985093567355985	0.24340770574621387	0.647731539891694
CG	1024	32	0.7260766761656506	0.7196204769087684	0.659506609283738	0.6385259760221335	0.6804872425453428	0.6664928605807797	0.6522097495878798	0.3192944409187163	0.6713180104401582	0.6744206414886843	0.6224265946675667	0.567532905838677	0.6773202834964563	0.6375251165788376	0.6004963665256128	0.2463423050638007	0.6470245084527615
DE	1024	2	0.7437843036527846	0.7405136604812785	0.6798532124193053	0.6885182908084845	0.671188134030126	0.6767894239848914	0.6826034781614888	0.35976045310358534	0.696287314042729	0.7078007267109127	0.6388457644279446	0.6042524468444145	0.6734390820114748	0.649166062364032	0.6259045621394862	0.2783585500656481	0.6277109748601833
DE	1024	4	0.741949220429221	0.7391116918502596	0.677912695972948	0.6737626806025208	0.6820627113433754	0.6794017358958463	0.6765704584040748	0.355837649075614	0.6958070836298144	0.7084688169673774	0.6398076274046575	0.5862301721228484	0.6933850826864664	0.6565866565866566	0.619416956405456	0.2812345082669866	0.6274765412629636
DE	1024	8	0.7420754554676243	0.7397329464444018	0.6770865355056871	0.6638103289271442	0.69036274208423	0.6819168673272017	0.6727417878770179	0.35429798850250427	0.6950066827126187	0.7076657019798188	0.6390988862639218	0.5879176510293621	0.6902801214984813	0.6549610858367485	0.6196311380653423	0.2796668158340946	0.6277170012458289
DE	1024	16	0.7424433322101219	0.7399787008016536	0.677413157085767	0.6645019981555488	0.6903243160159852	0.6821158094035974	0.6731937091248832	0.35494467105592564	0.6941772535133219	0.7068690166151306	0.6381538980762741	0.5894363820452244	0.6868714141073237	0.6530680925849756	0.6196228691040038	0.277628785160575	0.6283690594033619
DE	1024	32	0.7424797878054158	0.7396108036237742	0.6782201045189056	0.6671918229326775	0.6892483861051337	0.6822396856581533	0.6746318529743172	0.35652694333709173	0.695398524085273	0.7070422800722566	0.6392338845764428	0.595308808639892	0.6831589605129936	0.6526436526436526	0.62265915950368	0.2795485875003077	0.6280038452856532
DF	1024	2	0.7436287278365574	0.743236768146675	0.6784698739624961	0.6860205963725792	0.6709191515524131	0.67581481621683	0.6808794645411033	0.35698045559138547	0.6969365070542086	0.7105695340027086	0.6406851164360445	0.6143773202834965	0.6669929125885926	0.6484984503580208	0.6309769328087901	0.2817605161588725	0.627310663894186
DF	1024	4	0.7384329199386903	0.7375449623751625	0.6762027359360591	0.679180756225023	0.673224715647095	0.6751594789716948	0.6771641476543494	0.35241172272817567	0.6970941721438068	0.7111086731591605	0.6412082348970638	0.6045561930475869	0.6778602767465407	0.6523781775803045	0.6275574551569507	0.28317832238012186	0.627235996936408
DF	1024	8	0.7402619344894716	0.7403277246412788	0.6772210267445435	0.671188134030126	0.683253919458961	0.6793854531310775	0.6752619167278772	0.35446785670679154	0.6964939991700998	0.7099400268382583	0.6392507593655079	0.5960850489368883	0.6824164697941276	0.6524083924349882	0.6229762618602518	0.27954520823667794	0.6274197651774265
DF	1024	16	0.7388695262461504	0.7391874182814028	0.6746272671380265	0.6689209960036889	0.680333538272364	0.6766432152991021	0.6727599466676972	0.34927728102225514	0.6954310435066575	0.7089457464468494	0.63827202159973	0.5971987850151873	0.6793452581842727	0.6506471539932343	0.622778305705135	0.2774818577421469	0.6278726120032131
DF	1024	32	0.7410819192331533	0.7409318690285296	0.6775284352905011	0.6769904703350753	0.6780664002459268	0.6777196491767964	0.677354863514033	0.3550570760925662	0.6956656059222479	0.7096341566007879	0.6401113736078299	0.5971987850151873	0.6830239622004725	0.6532654040683723	0.6239751749916251	0.281260538916951	0.627827120829063
DG	1024	2	0.7385720387251136	0.7336508541323254	0.6746464801721488	0.6858284660313557	0.6634644943129419	0.6708261294444862	0.67824434733042	0.3493803420769286	0.6880038798915957	0.6960081547845176	0.6332939588255146	0.6009787377657779	0.6656091798852515	0.6425040591737327	0.6210480425494812	0.2671464494433759	0.6340352133203108
DG	1024	4	0.739929421424136	0.7362241271030232	0.6732823547494621	0.6942437749769443	0.6523209345219797	0.6663101604278074	0.6799902143435141	0.3468696595185763	0.6903331116393445	0.6983768905156711	0.6367364157948026	0.6028012149848126	0.6706716166047925	0.6466924942974039	0.6239759646456706	0.2741048774697637	0.6324335754420602
DG	1024	8	0.7390013581955468	0.7342490977510654	0.6721103596679988	0.7056178911773747	0.6386028281586228	0.6613007778738116	0.6827409280190363	0.34499628345938904	0.6871823544493916	0.6935854717469416	0.6334964562942963	0.631724603442457	0.6352683091461356	0.6339712108382727	0.6328459132786748	0.266994589032871	0.6350662375920695
DG	1024	16	0.7386513006119633	0.7342077108533311	0.6729941592376268	0.6890946818321549	0.6568936366430986	0.6675973494155313	0.6781756986726166	0.34616783700389947	0.6875244730002805	0.694730224996264	0.6344245696928789	0.6073574080323996	0.661491731353358	0.6421180332548347	0.6242541973081726	0.2692439418888339	0.6347791515690548
DG	1024	32	0.7393413256877781	0.7346322776217753	0.6735321241930525	0.6904395942207193	0.6566246541653858	0.6678560808801666	0.6789600967351874	0.3472628440526028	0.6871616245996723	0.6942417078698248	0.6322139723253459	0.6196085048936888	0.6448194397570031	0.6356334175812762	0.6275186710645497	0.2645120187725735	0.6348846373427691
EF	1024	2	0.7458186054569128	0.7441528690765604	0.6817553027974178	0.694166922840455	0.6693436827543806	0.677352830896138	0.6856568110221278	0.36362265377043174	0.6985296352163806	0.70888599471042	0.6419844751940601	0.6139385757678029	0.6700303746203172	0.6504219107551488	0.6316538768707247	0.2844167316228275	0.6274817904507112
EF	1024	4	0.7460077760281625	0.7449964426393053	0.6801990470335075	0.6671533968644329	0.6932446972025822	0.685026632471888	0.6759718896610797	0.3605208283086739	0.6967002053336635	0.7068366987881173	0.6418832264596692	0.5997300033749579	0.6840364495443807	0.6549461890019166	0.6261231105316938	0.2847803066021131	0.6283547180551071
EF	1024	8	0.7456203518100863	0.7438386837909475	0.6805256686135874	0.6734936981248079	0.687557639102367	0.6831007872788214	0.6782632251073875	0.36108704949780307	0.6985672307428928	0.7093283204781717	0.6427607154910564	0.5906513668579143	0.6948700641241985	0.6593700550071585	0.6231218400626646	0.28708477861408693	0.6271905103528013
EF	1024	16	0.7458337165997969	0.7447328744456582	0.6828888718106363	0.713956347986474	0.6518213956347987	0.672189862884845	0.6924438647162955	0.36648588337956833	0.6980941306829682	0.7079227627076693	0.6414444819439757	0.6324333445831927	0.6504556193047587	0.6440404179268628	0.6381841092531417	0.282934916587656	0.6282486938199118
EF	1024	32	0.7473698135911622	0.7466223153969478	0.6814671072855826	0.6749538887181064	0.6879803258530587	0.6838621763675297	0.6793788315380301	0.36296501129279074	0.69783729047042	0.7073051514825407	0.6413601079986501	0.6091798852514344	0.6735403307458657	0.6510839375247989	0.6294352518612801	0.28330759273453904	0.6277258287319412
EG	1024	2	0.744561973062015	0.7405417155240231	0.6768751921303412	0.6873270826928989	0.6664233015677836	0.6732535380909365	0.6802175235777305	0.35382769840997547	0.6909815414980279	0.6972318873428633	0.6349308133648329	0.6214984812689841	0.6483631454606817	0.6386557536241937	0.6299603174603174	0.26995906041388923	0.6328859021001436
EG	1024	4	0.74198962435323	0.7362895929737178	0.6764909314478943	0.7057331693821088	0.6472486935136796	0.6667392724896537	0.6856822848609297	0.35358709151554474	0.6932294222967504	0.6971476948003181	0.6386095173810328	0.6323320958488019	0.6448869389132635	0.6403718641055438	0.6363265860616765	0.27724088554351906	0.6319576701722031
EG	1024	8	0.7426957218142605	0.7383784759226668	0.6780471872118045	0.6830617891177375	0.6730325853058715	0.6762792467186608	0.6796535968953717	0.3561122846384457	0.6913730969731424	0.6968492768144442	0.6374451569355383	0.5992912588592643	0.6755990550118124	0.6487997369286419	0.6230635625186407	0.27569415269364783	0.6327944228788345
EG	1024	16	0.7430977625267092	0.7381168850509019	0.6780664002459268	0.6993928681217337	0.6567399323701198	0.6707820446672071	0.6847887429925881	0.3564571945614255	0.6913956139672452	0.696741215078757	0.6373270334120823	0.6174822814714817	0.6571717853526831	0.6430027412666057	0.6299841608704634	0.2748706480680669	0.6331688659681165
EG	1024	32	0.7435521363133881	0.738495611715221	0.6789694128496773	0.6956271134337535	0.662311712265601	0.6731992116321446	0.6842294245488048	0.3581376322153409	0.6928046964423069	0.6989294215784183	0.6383901451231859	0.5987850151873102	0.6779952750590618	0.6502950555290841	0.6234779400137052	0.27765269415084515	0.631889735731047
FG	1024	2	0.7419899189274929	0.7393406103010269	0.6768944051644635	0.6899016292652935	0.6638871810636335	0.672409273060934	0.6810431484115694	0.35390858468219505	0.686759865657771	0.6943885525780309	0.6335639554505569	0.6034762065474182	0.6636517043536956	0.6421158473085072	0.6221967047688642	0.2676128755500118	0.6354136754120278
FG	1024	4	0.7442690695299446	0.7412522564967946	0.6783930218260068	0.6793344604980018	0.6774515831540117	0.6780577609020826	0.6786955102980978	0.3567866760974693	0.6870869557937478	0.6964328880464354	0.6328720890988863	0.5914613567330408	0.6742828214647317	0.6448704739476008	0.6170122874344259	0.2666603161615872	0.6346335068370216
FG	1024	8	0.7440696132227822	0.7408572611930546	0.678296956655395	0.674877036581617	0.681716876729173	0.6795248781242745	0.6771929824561403	0.35660225494368214	0.6887490906237111	0.6977795131807575	0.6365339183260209	0.5900438744515694	0.6830239622004725	0.6505302325581396	0.618812494469516	0.2742559219746686	0.6339367999766592
FG	1024	16	0.7440402406988598	0.7416475297865097	0.6781240393482939	0.669151552413157	0.6870965262834307	0.6813788785851235	0.675209864097245	0.3563054524285986	0.6888617200165525	0.6963881882243873	0.6346776915288559	0.5886938913263584	0.6806614917313534	0.6483181564764914	0.6170690722561246	0.27050176958004524	0.6342523777038311
FG	1024	32	0.7443625891064258	0.740465194684051	0.6791615431909007	0.6867122656009838	0.6716108207808177	0.6764961956316009	0.6815659503060582	0.3583639518128614	0.6870040062104691	0.6941855265616873	0.6339352008099899	0.5948025649679379	0.6730678366520418	0.6453077514554575	0.6190267118596442	0.2686946037615563	0.6354338566033051
BCD	1024	2	0.7164152819126784	0.7132500801749654	0.6512257915770059	0.6479403627420842	0.6545112204119274	0.6522260472672418	0.6500761416427319	0.3024581127160173	0.6611576259068277	0.6633009936369643	0.6130104623692204	0.5870739115761053	0.6389470131623355	0.6191933933720144	0.6027060270602708	0.22632563046925938	0.6517495605175535
BCD	1024	4	0.7168792112750046	0.7131801774419783	0.6540308945588688	0.6492852751306486	0.6587765139870888	0.6555068471893548	0.6523812281616185	0.3080756657150932	0.6618623331585676	0.6633364248272912	0.6141241984475194	0.5853526830914614	0.6428957138035775	0.6210922112802149	0.6026930761879942	0.22862722602911395	0.6518743464401997
BCD	1024	8	0.7181113275607685	0.7140007257425739	0.6541653857977252	0.676145096833692	0.6321856747617584	0.6476737338044759	0.6616032486088134	0.3086291180035863	0.6605801140150278	0.662549143487826	0.6111204859939251	0.6125210934863314	0.6097198785015188	0.6108100831285969	0.6116643917563992	0.22224184393381022	0.6520606027677821
BCD	1024	16	0.7139783125952266	0.7111686838865258	0.651398708884107	0.6678450660928373	0.6349523516753766	0.6465773809523809	0.6570391652805081	0.3029613537109973	0.6604145554196436	0.6633165922465197	0.6121329733378332	0.6208234897063787	0.6034424569692879	0.6102172831315309	0.6154746967795901	0.22429982975770074	0.6524369245922489
BCD	1024	32	0.7170025301020345	0.7131833522593565	0.6525322778973256	0.6562403934829388	0.6488241623117122	0.6514093908532631	0.6538159683007599	0.30507294548996033	0.6639219925714479	0.6659411905689143	0.6145291933850827	0.6029024637192035	0.6261559230509619	0.6172557962751806	0.609994707278346	0.2291203405076861	0.6507113087591673
BCE	1024	2	0.7150801901427697	0.7119290388052701	0.6513218567476176	0.6374884721795266	0.6651552413157086	0.6556275687638318	0.6464307980049875	0.3027596093664257	0.6618408082630995	0.6626224858546749	0.6133479581505231	0.5901451231859601	0.6365507931150861	0.6188639178906388	0.6041634274855315	0.22694040451233155	0.6517292845744037
BCE	1024	4	0.7188277808944408	0.7151067978464635	0.6537234860129112	0.6602751306486321	0.6471718413771903	0.6517352550730134	0.6559773998358434	0.3074733691619073	0.6637714948534457	0.6644480825678374	0.6151535605804928	0.5863989200134998	0.6439082011474857	0.6221800472677791	0.6037598165265133	0.23068891784102455	0.6507783015153313
BCE	1024	8	0.7174716377698224	0.7135748486157836	0.6517637565324316	0.6762219489701814	0.6273055640946819	0.6446862292559622	0.6600776429549333	0.30389130831105887	0.6602838660728352	0.664593977554214	0.6115592305096186	0.6087073911576105	0.6144110698616267	0.6121991785750653	0.6104482916180128	0.22312209034718294	0.6515399873960754
BCE	1024	16	0.7151647706085394	0.712004903742338	0.6508799569628035	0.6379880110667077	0.6637719028588995	0.6548731905494419	0.6463203378943886	0.3018602703315354	0.6600707824218347	0.662551472184312	0.612099223759703	0.5814039824502194	0.6427944650691866	0.6194311603322427	0.5998154628227226	0.224622124043086	0.6528638746100345
BCE	1024	32	0.7178913898521065	0.7139576537812827	0.654818628957885	0.663579772517676	0.646057485398094	0.6521525679758308	0.657816547310681	0.3096848029125396	0.6624179596506309	0.6653207299819784	0.6142254471819102	0.6021599730003375	0.626290921363483	0.6170499740619055	0.6095140490221197	0.2285174372090392	0.6507475909171296
BCF	1024	2	0.7164215351558008	0.7129031890438726	0.6520711650783891	0.6573547494620351	0.6467875806947433	0.650481006882391	0.6538998146130764	0.30415931261417933	0.6614631068588187	0.6643048341310765	0.6140566992912588	0.5994937563280459	0.6286196422544719	0.6174783606215455	0.6083531688271657	0.22821021644939243	0.6518592087111278
BCF	1024	4	0.717827429584732	0.7142032128261578	0.6540885336612358	0.6586612357823548	0.6495158315401168	0.6526921026578326	0.6556630838082853	0.30818995585226294	0.6640853870021866	0.6651728133565687	0.6150354370570368	0.5973337833277084	0.6327370907863652	0.6192575487211784	0.6080981257837866	0.23021519454322967	0.6504845840279975
BCF	1024	8	0.7171654687982689	0.7142638001014318	0.6529741776821396	0.6514371349523517	0.6545112204119274	0.6534458834412581	0.6524399630541872	0.30594980098072017	0.663533460092633	0.6664244486635158	0.6141241984475194	0.5871076611542356	0.6411407357408032	0.6206429055620964	0.6034097018678786	0.2285823222081996	0.6502078159612616
BCF	1024	16	0.7154086862192236	0.7123463591971592	0.6506301875192131	0.6663080233630495	0.6349523516753766	0.6460506706408345	0.6560230024213075	0.3014085806404113	0.6607798197114165	0.6622417501073972	0.6124535943300708	0.614444819439757	0.6104623692203848	0.6120075299179777	0.6132237529051163	0.22490897218521377	0.652703523418608
BCF	1024	32	0.7181109694943086	0.7146155972964593	0.6537811251152782	0.6584691054411312	0.6490931447894251	0.652352672453175	0.6553966189856958	0.30757576981120976	0.662689332228774	0.6656575477545418	0.6135504556193048	0.5979412757340533	0.6291596355045562	0.6172095453753701	0.6074226450672837	0.2272116568763838	0.6505090369592436
BCG	1024	2	0.7175135551706203	0.7140679195827276	0.6520711650783891	0.6582385490316631	0.6459037811251153	0.6502182577339154	0.65420382287231	0.3041654698926966	0.6623175378549415	0.6650349775326085	0.6140398245021937	0.5953425582180223	0.6327370907863652	0.6184699530187224	0.6066859265373504	0.22823928415355577	0.651278451782121
BCG	1024	4	0.7170919869161896	0.7135947505098107	0.652993390716262	0.6532047340916077	0.652782047340916	0.6529287497599385	0.6530667127682053	0.30598680876695233	0.6638174844911975	0.6646531969142079	0.6146810664866689	0.596422544718191	0.6329395882551468	0.61902760263416	0.6075148681632233	0.22951521265636737	0.6508125458623041
BCG	1024	8	0.71743143834975	0.71458810903159	0.6526859821703044	0.6529357516138948	0.6524362127267138	0.6526097476667819	0.6527727089375924	0.30537200244173834	0.6634549812178985	0.6661390546303392	0.6139385757678029	0.5906851164360446	0.6371920350995612	0.6194959648874416	0.6047475899243289	0.22812398902330597	0.6503954591277963
BCG	1024	16	0.7172243600258231	0.7128036536798591	0.6526475561020596	0.6548954810943745	0.6503996311097449	0.6519643471940629	0.6534266270487875	0.3052981976651261	0.6619679671739507	0.6620559229880714	0.6137529530880864	0.5985487681403983	0.6289571380357746	0.6173204775662223	0.6077897153823747	0.22761116300238424	0.6519225689956879
BCG	1024	32	0.7186803586575574	0.71517989499555	0.653492929603443	0.6569320627113434	0.6500537964955426	0.6524443765980995	0.6546805292281771	0.3069931212988946	0.6632695738156125	0.6660258669524677	0.6133985825177185	0.5958825514681066	0.6309146135673304	0.6175153889199776	0.6065061317027927	0.22693646114735713	0.6502683900716616
BDE	1024	2	0.7151030281383715	0.7122393447533406	0.6478827236397172	0.6374500461112819	0.6583154011681525	0.6510341038420784	0.6441704688865157	0.29582985098181247	0.6618130181109827	0.6635661411901632	0.6137360782990212	0.5914613567330408	0.6360107998650016	0.6190392087601554	0.6049361408353469	0.2276982197822014	0.6513263608006823
BDE	1024	4	0.716240393394345	0.712702616761155	0.6525322778973256	0.6669612665232093	0.6381032892714418	0.6482539682539683	0.6574745733820717	0.3051916614539894	0.662743545122662	0.6630845310375673	0.6146810664866689	0.6113398582517718	0.618022274721566	0.6154525686327806	0.6133893196979445	0.2293672541923119	0.6514898088547253
BDE	1024	8	0.7159296522463268	0.7115768547269548	0.6516676913618199	0.6449431294189979	0.6583922533046419	0.6537352964088182	0.6493094510425935	0.3033628199360344	0.6606875032818418	0.6629094862176306	0.6121329733378332	0.5897738778265271	0.6344920688491393	0.6173820879703232	0.6032622766893933	0.22449051770979522	0.6519487297780362
BDE	1024	16	0.7156142532812059	0.7116416068529812	0.6520903781125116	0.6554718721180449	0.6487088841069781	0.6510687022900763	0.6532628676470589	0.3041877127744121	0.6627240608066479	0.6638468110891718	0.6129092136348295	0.5965912926088424	0.6292271346608167	0.6167184174720022	0.6064879145008835	0.2259387828197307	0.6511530835162616
BDE	1024	32	0.7161973250129063	0.7138104605077706	0.6518021826006763	0.6503612050415002	0.6532431601598524	0.6522409341400439	0.6512997133126817	0.3036056260273277	0.6620604738222075	0.6635266955307375	0.613331083361458	0.5922038474519069	0.6344583192710092	0.6183311015575446	0.6049855192387257	0.2268647839776234	0.6515616252902711
BDF	1024	2	0.7161887513514683	0.7127228110713648	0.6511489394405164	0.6491699969259146	0.6531278819551184	0.6517495466995872	0.6504572143613436	0.30230024663490496	0.6611164754551266	0.6631877064293292	0.6121160985487681	0.5873101586230172	0.6369220384745191	0.61796875	0.6022495241391244	0.22450866324349855	0.6518909450523603
BDF	1024	4	0.7170245390076686	0.7132289487397121	0.6534737165693206	0.6502075007685214	0.6567399323701198	0.6544828653206467	0.6523381780330776	0.30695398248038	0.6622617422732773	0.6636070260767201	0.6142423219709754	0.5881876476544043	0.6402969962875464	0.620522680338959	0.6039226557627002	0.22879548893083648	0.6516379201689806
BDF	1024	8	0.7181113113185784	0.7140084217947754	0.6541077466953581	0.6782585305871504	0.629956962803566	0.6470070745207287	0.6622643279242098	0.3085756634930808	0.6609044476886665	0.66265599181533	0.6119979750253122	0.6150523118461019	0.6089436382045225	0.6113179698768911	0.6131794552581551	0.22400012947212	0.6518849095982794
BDF	1024	16	0.714283447234594	0.7114973763324381	0.6513218567476176	0.6371426375653243	0.6655010759299108	0.6557383532389465	0.6463067628142661	0.3027654801363274	0.6603845583891051	0.6630621272538069	0.6118461019237259	0.5910226122173473	0.6326695916301046	0.6167065783913227	0.6035914934684452	0.22388645037863986	0.6525806234126714
BDF	1024	32	0.7174970870665958	0.7135185398289751	0.6531855210574854	0.6562019674146942	0.6501690747002766	0.6522669111187502	0.6542285221722057	0.3063766175759091	0.6641491501268485	0.6658616747236692	0.615676679041512	0.6028012149848126	0.6285521430982113	0.6187341947552568	0.6106637947245158	0.2314301026499103	0.6507205289560035
BDG	1024	2	0.7166516559792664	0.7133203041132268	0.6518021826006763	0.6583922533046419	0.6452121118967107	0.6498274358099139	0.6540818079441124	0.30363073912489674	0.6609800903686814	0.6631362977373242	0.6126729665879177	0.6015524805939926	0.6237934525818427	0.6152359255807531	0.6083172642105085	0.22540168876549838	0.6516730277432891
BDG	1024	4	0.7171899524230229	0.7136326302751917	0.6534545035351983	0.6444051644635721	0.6625038426068245	0.6562830196063084	0.6502898578823895	0.3069592853098569	0.6621883395036705	0.664038483804952	0.6146810664866689	0.5856564292946338	0.643705703678704	0.6217484772482981	0.6031630170316302	0.2297495552601324	0.6515534875161979
BDG	1024	8	0.7185122822613361	0.7143092721980859	0.6552797417768214	0.6793728865662465	0.6311865969873962	0.6481413593371949	0.6633897414731154	0.31092065954703263	0.661304085179698	0.6630709500952399	0.6121667229159635	0.6119811002362471	0.6123523455956801	0.6122083797562375	0.6120947188982092	0.22433346129109608	0.651556720522019
BDG	1024	16	0.713402368231779	0.7106950026588336	0.6512257915770059	0.6653857977251768	0.637065785428835	0.6470610216359628	0.6560954816709292	0.3025729427364096	0.660145972905342	0.6633380681122052	0.6114411069861627	0.6207222409719878	0.6021599730003375	0.6094102054340623	0.6150142116702892	0.22292062179968675	0.6526509074797874
BDG	1024	32	0.7176167573071428	0.7137420031537081	0.6524938518290808	0.6566246541653858	0.6483630494927759	0.6512443309577347	0.6539234257505311	0.3049981125234071	0.6642196648756876	0.6661610252027014	0.6151704353695578	0.6023287208909889	0.6280121498481269	0.618206380546607	0.6101642763124155	0.2304168792006455	0.6506610919807233
BEF	1024	2	0.714239128204531	0.7116450510658686	0.6508799569628035	0.6370273593605902	0.6647325545650169	0.6551792277595542	0.6459758022093636	0.30187579275105314	0.6610123996382884	0.6627622885315205	0.6127067161660479	0.5832264596692541	0.6421869726628417	0.6197683176128824	0.6009423956322918	0.22580626394363382	0.6520316784220132
BEF	1024	4	0.7186315840994844	0.7149270146195505	0.6533392253304642	0.6597371656932063	0.6469412849677221	0.6514019046173692	0.6555430404154179	0.3067035606756366	0.6636777352677623	0.6647307315388354	0.6147991900101248	0.5863314208572393	0.6432669591630105	0.6217299502558781	0.6035120629461727	0.2299714266604163	0.6507989895693804
BEF	1024	8	0.717216503235586	0.7133519495203594	0.6514179219182293	0.6764140793114048	0.6264217645250538	0.6442086001829826	0.6599186488968865	0.3032149830980847	0.6602839754201014	0.6647154189289262	0.6119811002362471	0.6096523793452582	0.6143098211272359	0.6125050861250508	0.6110754034031324	0.22396462957960633	0.6514757694644459
BEF	1024	16	0.715518210259035	0.7122603235733351	0.6504956962803566	0.6378343067937289	0.6631570857669843	0.6544056771141337	0.6460137383486738	0.30108794332965966	0.6600775044311271	0.6624539966584848	0.6124367195410058	0.5821464731690854	0.6427269659129261	0.6196874438656368	0.6003306360393283	0.22528722068596468	0.6529837644747934
BEF	1024	32	0.7174042179159931	0.7142997988700446	0.6541653857977252	0.6412158007992622	0.6671149707961881	0.6582642998027614	0.6496282166076225	0.308434232701425	0.6625453879430286	0.6649467149222815	0.6136179547755654	0.5886601417482281	0.6385757678029025	0.6195872260310469	0.603727869022689	0.22751952670651868	0.6509835870612766
BEG	1024	2	0.7155109935587373	0.7123605954453524	0.6521672302490009	0.6403704272978789	0.663964033200123	0.6558441558441559	0.6480149317572035	0.30441920102077163	0.6624589654450109	0.662941225241637	0.6145123185960175	0.5926763415457307	0.6363482956463045	0.6197416713721061	0.605906910947797	0.22924335252455744	0.6514494449755166
BEG	1024	4	0.7190143438559257	0.7153890759489541	0.6535697817399324	0.6580848447586843	0.6490547187211805	0.6521954377546746	0.655126905495094	0.30715208681354383	0.6638523081784125	0.6645682241688375	0.6148835639554505	0.5858589267634154	0.6439082011474857	0.6219634539591544	0.6033715676051442	0.23015523428648935	0.6508262439712333
