Epoch	Train Loss	Val Loss	Val Spearman/Accuracy
103	57.08409335749353	31.272706985473633	0.6782580772330576
104	56.44307833488606	31.578927993774414	0.6929657794324304
105	56.99568914290053	32.13465118408203	0.6883456306120775
106	57.67479007311894	30.7889461517334	0.6932609056226441
107	56.31460899829544	32.13308334350586	0.6870263927358526
108	56.77486561812996	31.16793441772461	0.6925723996510006
109	56.21706807051352	31.563491821289062	0.6835619511186154
110	56.3883052090657	31.029090881347656	0.6926106829988161
111	56.09274357901821	31.34015464782715	0.6931579305010618
112	56.45042187767806	31.002153396606445	0.6921337936525603
113	55.502596035477616	31.045080184936523	0.689799663619591
114	54.82174563607514	31.329219818115234	0.6901780102786372
115	55.650687755331084	32.2344856262207	0.6895174780724018
116	56.32082938422072	31.10268211364746	0.7046870549966912
117	55.70338065918324	30.492172241210938	0.6881955283527612
