Epoch	Train Loss	Val Loss	Val Spearman/Accuracy
1	11.593187788435142	1224.0128173828125	0.3161659533070158
2	7.3961636302673215	173.3186492919922	0.3604564845231636
3	5.13290626391553	20.45987319946289	0.4236435969150876
4	4.294522102895393	7.9504170417785645	0.5667677357452832
5	3.8246610341711396	6.63796854019165	0.5657282120026694
6	3.5489394432725643	6.3451337814331055	0.6168049193910113
7	3.3306248661424513	6.263038158416748	0.627480901573526
8	3.152211659793991	6.168913841247559	0.6573195957451836
9	3.0480000351423624	6.146790981292725	0.6617949129349547
10	2.941990134484995	5.836736679077148	0.6966341314038276
11	2.878613337992056	5.324831962585449	0.7316031665084765
12	2.778521233365228	4.94716215133667	0.7545640425145189
13	2.686347999904571	4.344732761383057	0.7835717059032118
14	2.6413591998282913	3.6664624214172363	0.8034084205596426
15	2.599466802405418	3.1869325637817383	0.8128867720698602
16	2.5694477823656294	2.631387233734131	0.8223848909134586
17	2.5059185711033045	2.390763759613037	0.8258621016139169
18	2.4594890255935704	2.333016872406006	0.8250890056645515
19	2.45291917380535	2.195960283279419	0.8329373992638708
20	2.412088140804696	2.1715009212493896	0.8322620446482134
21	2.3898938066478146	2.1467432975769043	0.836684081716655
22	2.34875845496013	2.1283113956451416	0.8347726752692805
23	2.331322353074263	2.1065142154693604	0.8382575206064135
24	2.3242723230195232	2.0648653507232666	0.83698057229983
25	2.2885102913213595	2.069709539413452	0.8369302942663013
26	2.286723034175147	2.0480477809906006	0.8401986315935717
27	2.2914557180955692	2.052243709564209	0.8410212255747085
28	2.249518912434703	2.013000965118408	0.8405517295537381
29	2.2839169088319804	1.9870412349700928	0.8439657616849605
30	2.234871198385923	1.963640809059143	0.8431256284818273
31	2.1948272456648397	2.060506820678711	0.8322467559087429
32	2.243179454848775	1.999327301979065	0.8407944889289382
33	2.2062756877970595	2.0033609867095947	0.8358701328029289
34	2.164179941847132	1.922290563583374	0.846573050806077
35	2.152031958015728	1.8961440324783325	0.8458381088460218
36	2.157417515359784	1.8965495824813843	0.84553525145224
37	2.103071839123296	1.911972999572754	0.844435511404739
38	2.101841199542128	1.8939433097839355	0.8470560099057902
39	2.114738771602775	1.9791022539138794	0.8334004125595592
40	2.0837436623521	1.8758513927459717	0.8496052529961832
41	2.1105577166138945	1.9365460872650146	0.8371674016197805
42	2.107548701240941	1.8557367324829102	0.8483661848482348
43	2.06878416458116	1.8607333898544312	0.8496871140148443
44	2.084726570171105	1.8302146196365356	0.8470899786246457
45	2.0551914650881007	1.7957353591918945	0.8517943154379123
46	2.032691246024186	1.8409706354141235	0.8494365550323473
47	2.0374854392894766	1.9449670314788818	0.84096292041032
48	2.108891291762601	1.869187831878662	0.8436847731987603
49	2.0888852534583635	1.9857503175735474	0.837397906824095
50	2.0405141218381715	1.7729830741882324	0.8529171893453181
51	2.0618648244876043	1.7919230461120605	0.8504556157975487
52	2.0463544084433947	1.7419538497924805	0.8542342552438903
53	1.9724558613330807	1.8671083450317383	0.8418946089798294
54	2.0230273030417725	1.862547755241394	0.8443963698354982
55	2.013605419148408	1.85983145236969	0.8403471574264709
56	2.010675606342479	1.8442466259002686	0.8464158980952773
57	1.9980792206288016	1.7629296779632568	0.8550742751120674
58	1.93157745419596	1.7718652486801147	0.850424317347506
59	1.9461411142685725	1.7782930135726929	0.8515855801161147
60	1.9964030021509434	1.7338917255401611	0.854522766337807
61	1.999242741448786	1.6939231157302856	0.8575681245966605
62	2.0098458128322605	1.8221880197525024	0.8477225265527287
63	1.9621286210562043	1.7136619091033936	0.8554004400675188
64	1.9688293891391822	1.7576749324798584	0.8488110377860771
65	1.9347409852635624	1.7787623405456543	0.852806468362972
66	1.9536058586581417	1.7310922145843506	0.8517231801237061
67	1.8829651079795515	1.6766999959945679	0.8557661844603235
68	1.881244519959037	1.6582626104354858	0.8584398704103957
69	1.8927455864087228	1.7233973741531372	0.8570220780027039
70	1.907627160041277	1.6807969808578491	0.8585163647283789
71	1.8888552701090946	1.6809523105621338	0.8566976250015904
72	1.8370954600185383	1.638174057006836	0.8599750780718709
73	1.859462852723892	1.642686128616333	0.860481783375642
74	1.8166936724005875	1.674912691116333	0.8599977061042156
75	1.8542112754940911	1.6339516639709473	0.8574175931397788
76	1.8571679489439175	1.6663135290145874	0.8560299069542532
77	1.8802078363156323	1.6211943626403809	0.8593982089235097
78	1.913986452352257	1.7523422241210938	0.8493911856327019
79	1.88994991927579	1.6629782915115356	0.8587622380988207
80	1.8496841559709596	1.71766996383667	0.8545715648655015
81	1.8502738787544388	1.6849825382232666	0.854338809164246
82	1.8682362029931083	1.6867483854293823	0.8576241526216318
83	1.8346229395692824	1.6680445671081543	0.8531850239726864
84	1.8273400139327254	1.7039875984191895	0.8527156796068251
85	1.8297652587578797	1.6173503398895264	0.8592690385761094
86	1.8151770313272668	1.6126970052719116	0.859276764552966
87	1.8154779828620025	1.6056132316589355	0.8573971814768898
88	1.8027474702316568	1.6190705299377441	0.8612821088741285
89	1.8139173303486325	1.6114895343780518	0.8602018338112448
90	1.794083046011977	1.6925582885742188	0.846673170761591
91	1.81744206677957	1.6079440116882324	0.8611683424937793
92	1.8101120253474776	1.6105464696884155	0.8599216831406409
93	1.78041350935637	1.5760712623596191	0.8601471084189495
94	1.7638709416456428	1.6683250665664673	0.8561740191816976
95	1.792670547383341	1.5646700859069824	0.8607936714819261
96	1.7470721131824292	1.564522624015808	0.8632209873023163
97	1.7670895318885707	1.569093942642212	0.8608901142040931
98	1.7656331484417558	1.602374792098999	0.8630161845122841
99	1.7600222576808056	1.6070491075515747	0.8599069341246248
100	1.7536581679892342	1.5666253566741943	0.8630079323107873
101	1.7405254567751367	1.5946030616760254	0.8595298964999368
102	1.7647058391174597	1.5855329036712646	0.8628845478247437
103	1.7547149660785035	1.6061067581176758	0.8626117748180233
104	1.7313998452540855	1.5412441492080688	0.8642733756280692
105	1.745454593515326	1.6259323358535767	0.8594731996497765
106	1.7909747842621988	1.6061344146728516	0.8583468335289279
107	1.743727345191099	1.5389561653137207	0.8647923319186659
108	1.754004989947645	1.5279401540756226	0.8633417352593794
109	1.7061567885616011	1.6098219156265259	0.8570340664231032
110	1.7264299015991178	1.567003607749939	0.8601421706926672
111	1.7445769775907407	1.5880424976348877	0.8600861681384494
112	1.717082762213479	1.5675644874572754	0.8559830878073957
113	1.7481309450506406	1.590260624885559	0.8601698013206441
114	1.706723721648865	1.5585105419158936	0.8624519110157718
115	1.7128031958509589	1.540716528892517	0.8614666520284385
116	1.7469837675552353	1.5373791456222534	0.8642935259494968
117	1.7057711793667931	1.6313146352767944	0.8593810620585177
118	1.7414291503668782	1.5984375476837158	0.8595823284568516
119	1.7833770890076988	1.6465229988098145	0.8616199638399421
120	1.7224957800457865	1.553969383239746	0.8628679696853256
