Epoch	Train Loss	Val Loss	Val AUCROC	Val PRC	Val Accuracy	Val Sensitivity	Val Specificity	Val Precision	Val F1	Val MCC
1	1.0767402641474835	0.7852702458082644	0.5685070999977333	0.5812787037072643	0.5238609517381033	0.844819439757003	0.2029024637192035	0.5145323741007194	0.6395503321410322	0.06223723573137701
2	0.7121760787096169	0.6940028346997035	0.5919287291603759	0.6009575056726546	0.5538474519068511	0.6924063449206885	0.41528855889301386	0.5421632620702412	0.6081427576292037	0.11208458971472722
3	0.6823799343423298	0.6814912499425543	0.6057367061345753	0.6135053791434288	0.566908538643267	0.677657779277759	0.4561592980087749	0.5547757853728622	0.6100906977804111	0.1372256644848732
4	0.6731276971971623	0.6764123825458832	0.6139944772796313	0.6215477006905438	0.5730003374957813	0.6781640229497131	0.4678366520418495	0.5603145390664213	0.6136321993525927	0.149341288370348
5	0.6675164002350449	0.6740466202629043	0.6207972361111601	0.6274782627542619	0.5754303071211609	0.7010462369220385	0.4498143773202835	0.5602848357339375	0.6228112257136004	0.15585950621767955
6	0.6637268124757383	0.6709043023636966	0.6237895622111338	0.631042063295391	0.5806614917313534	0.6714478569017888	0.489875126560918	0.5682662096543845	0.6155631188118812	0.16404989991367638
7	0.6611415664497161	0.669420312459188	0.6268024262335938	0.6331400040913029	0.5830408369895377	0.6706378670266622	0.4954438069524131	0.5706613824990666	0.6166234814044779	0.1686906570316998
8	0.6594679532749314	0.6685365888342598	0.6285468129884961	0.6348927678845435	0.5844245696928788	0.6720890988862639	0.49676004049949374	0.5718305814788227	0.617919478706074	0.1715057830240295
9	0.6585381930321711	0.6681242428476087	0.6294942643372206	0.6357160956590802	0.5846776915288558	0.6734728315896051	0.49588255146810667	0.5719076005961252	0.618548712067202	0.1720908509506121
10	0.65812102399788	0.668201871522568	0.62949442835812	0.6357518065307619	0.5847114411069861	0.675059061761728	0.49436382045224436	0.5717470843814315	0.6191227907264679	0.17225840458395456
11	0.6567135844092035	0.66584380350924	0.6357638794997682	0.6409598115007731	0.588879514006075	0.6854876814039824	0.4922713466081674	0.5744873426672323	0.6250980995614374	0.18117301993491583
12	0.6526139790044414	0.6620304142386777	0.6398236877843955	0.644611825771217	0.5960681741478232	0.6389470131623355	0.5531893351333108	0.5884803083522427	0.6126761702885067	0.1928467911510891
