Epoch	Train Loss	Val Loss	Val AUCROC	Val PRC	Val Accuracy	Val Sensitivity	Val Specificity	Val Precision	Val F1	Val MCC
1	0.7065913688202069	0.6591217714147797	0.6466763118169426	0.651953935391868	0.601603104961188	0.6435032062099224	0.5597030037124536	0.5937470806215551	0.6176246700030773	0.20392349513519437
2	0.6560253797602937	0.652070075070339	0.6635902067677073	0.6630366677621207	0.6147148160647992	0.6597705028687142	0.5696591292608842	0.6052321981424149	0.631325690295495	0.23036683476308784
3	0.6440450772040439	0.6472975834535257	0.6719942463974347	0.6704789031122216	0.6216503543705704	0.6542693216334796	0.5890313871076611	0.6142001710863987	0.6336018825682677	0.24382010971438253
4	0.6363029176157194	0.6440013672667422	0.6773885258724175	0.6765739556916187	0.6243334458319271	0.6596692541343233	0.5889976375295308	0.6161265918547472	0.6371548717280048	0.24929020807734018
5	0.6307089231903573	0.6427798721704215	0.6786619334487478	0.6782262811685623	0.626054674316571	0.6347958150523119	0.6173135335808302	0.623888815178453	0.6292950583826826	0.252147883577415
6	0.6265130031575782	0.6422686773500369	0.679223251124312	0.6800534408276604	0.6264427944650692	0.6278096523793453	0.6250759365507931	0.6260980781528727	0.6269526971234054	0.2528865338680084
7	0.6237143875278733	0.6404255251565818	0.6818292897815321	0.6828055459936334	0.6278434019574756	0.6298008774890314	0.6258859264259197	0.6273448530894911	0.6285704661816222	0.2556887633730757
8	0.6218471819527319	0.6405222063808075	0.6816923636539254	0.6826540400361456	0.6276746540668242	0.6264596692541343	0.628889638879514	0.6279856553217403	0.6272217341352977	0.25535006202420446
9	0.6206794174005368	0.6403535022109575	0.6820686133593428	0.6831662449619307	0.6280458994262572	0.6332433344583193	0.6228484643941951	0.6267285723829247	0.629969110932044	0.25610563575888
10	0.6201157722089085	0.6401054056238734	0.6823065023238003	0.6835127321652318	0.628400269996625	0.6288558893013837	0.6279446506918663	0.6282833732339751	0.62856950090239	0.25680064661122587
11	0.6203062887214914	0.6369956098735795	0.686795643855498	0.6881717773998589	0.631353358083024	0.6257846776915289	0.6369220384745191	0.6328327645051195	0.6292889869336502	0.2627230108582724
12	0.6170140824964733	0.6385706055297105	0.6847083509076791	0.6871236208012941	0.6293452581842727	0.6049274384070199	0.6537630779615254	0.6359862328353972	0.6200681507619393	0.25899954729212704
13	0.6135392044945039	0.637503275233992	0.6862039401692764	0.6891218839648505	0.6313702328720892	0.597165035437057	0.6655754303071212	0.6410172807303554	0.6183146087047683	0.26335744251268645
14	0.6106380719029147	0.6390874798338919	0.6845931484369776	0.686528540253689	0.6295477556530543	0.6203172460344246	0.6387782652716841	0.6319843207372005	0.6260964352017442	0.25913967366565216
15	0.6079875893485074	0.6362600522269842	0.6884795598635848	0.690404053496021	0.634070199122511	0.6075599055011812	0.6605804927438407	0.6415766777148152	0.6241051153599473	0.2685180905739782
16	0.6059451465881586	0.636833091499111	0.6874131836809685	0.6898123862511137	0.6322477219034762	0.6043874451569355	0.6601079986500169	0.6400514671718074	0.6217084136159281	0.2649070024975117
17	0.6041468243673973	0.636767472083851	0.6875671503270906	0.689576808132183	0.63209584880189	0.6224097198785015	0.6417819777252785	0.634705396475771	0.6284974269842892	0.2642412850692037
18	0.6028099729708699	0.635718445740879	0.6888549091626062	0.6911617546689226	0.6337327033412082	0.6136348295646304	0.653830577117786	0.6393333098913464	0.6262205307479034	0.2676817405429524
19	0.6020428085918549	0.6363276137237085	0.6881643914272199	0.6902586440591126	0.6328889638879514	0.6138373270334121	0.6519406007424907	0.6381530472614996	0.625759061430218	0.2659710742178117
20	0.6015934055737113	0.6362448971858107	0.6882135618174837	0.6904684964168178	0.6330408369895376	0.6117448531893351	0.6543368207897401	0.6389593908629442	0.6250560364150488	0.2663233489914365
21	0.6033940484368443	0.6350620211800168	0.6899218804905	0.6920968218342317	0.6340364495443807	0.6378332770840365	0.6302396220047249	0.6330262937531401	0.6354206942926789	0.26808062844691194
22	0.6014864759980724	0.6371680853618709	0.6870578899235241	0.6895774668428152	0.6324502193722579	0.6098211272359095	0.6550793115086061	0.6387288345293224	0.6239403304615065	0.2651721544469183
23	0.5994386055304832	0.637041398773232	0.6872324673903102	0.6897572429618594	0.6318258521768478	0.6155248059399258	0.6481268984137698	0.6362684900921016	0.6257247744193227	0.2637919333784447
24	0.5973591241884935	0.635266196961102	0.6893206237259193	0.6924383969691796	0.6342895713803578	0.6219372257846777	0.6466419169760378	0.6376911897017095	0.629715691634773	0.268661140144692
25	0.5956044831610912	0.6352381200030813	0.6889350834894854	0.6926596433134585	0.6346439419507256	0.6130610867364158	0.6562267971650354	0.6407181404535995	0.6265845708076783	0.26953911420989174
26	0.5939393118641132	0.6364490019241137	0.6879694434759491	0.6910927860795592	0.6341714478569018	0.6012487343908202	0.6670941613229835	0.6436287438129991	0.6217173567851473	0.2689265105963459
27	0.592605108346733	0.6360759456737839	0.6885488769181476	0.6914886398825814	0.6349308133648329	0.6005737428282146	0.6692878839014512	0.6448865695441038	0.6219418425835314	0.2705009855418233
28	0.591604191463095	0.6363492442110765	0.688227451767889	0.6908552924791124	0.6344245696928789	0.6068849139385758	0.6619642254471819	0.6422601614401029	0.6240716318456305	0.2692578775469058
29	0.5908833501929074	0.6362266107181661	0.6883591132802369	0.6915072817961598	0.6345258184272696	0.5949713128585893	0.6740803239959501	0.6460822399765448	0.6194743130227001	0.2698975034276495
30	0.5904804881550914	0.6357631586871757	0.6887743976816556	0.6919104073381566	0.6350995612554843	0.602227472156598	0.6679716503543706	0.6446066035691063	0.6226968174204355	0.27078496275196856
31	0.5926435910853062	0.6356839560191051	0.6889653328160601	0.6924324788446627	0.63518393520081	0.5908201147485657	0.6795477556530544	0.6483463575423133	0.6182479560664654	0.27143844398094014
32	0.5917055937138087	0.6347906281366326	0.6897301742300614	0.6933284652007103	0.63518393520081	0.6085048936888289	0.661862976712791	0.6428036650147956	0.625184209157579	0.27075357435365704
33	0.5901627238605927	0.6381967616652541	0.6860665208399374	0.6896479799678653	0.6333783327708403	0.5938913263584206	0.6728653391832602	0.6448149505313302	0.6183063949402671	0.2675924436921812
34	0.5887712343159046	0.6352963111628321	0.6890011041795827	0.6935570298116402	0.6363145460681742	0.5971987850151873	0.675430307121161	0.6478837141183362	0.6215096062660251	0.2734672095093759
35	0.5868751400738079	0.6362779203637645	0.687743210816176	0.6917361313375178	0.6343908201147486	0.6066824164697942	0.662099223759703	0.6422752608260683	0.6239716755180674	0.26919531050318296
36	0.5854858774941099	0.6358426655421094	0.6882398017442939	0.6929667441513144	0.6360445494431319	0.5961862976712791	0.6759028012149848	0.6478289570192166	0.6209357095152729	0.27295776633686153
37	0.5844143190140338	0.6361790417096038	0.6880643187454588	0.6923796143381924	0.6357239284508943	0.5930138373270334	0.6784340195747554	0.6484003099745378	0.6194715225017187	0.27244363381143344
38	0.5833811201536864	0.6367848496681687	0.6876046370758536	0.6919718984865304	0.6357914276071549	0.5857576780290247	0.6858251771852851	0.6508906806675417	0.6166089350741629	0.27295290112012854
39	0.5827049620216153	0.6369146673614174	0.6872836538707965	0.6915414565894076	0.63580830239622	0.5922713466081674	0.6793452581842727	0.6487615526802218	0.6192307692307693	0.272652177568723
40	0.5823000891020826	0.6366663842317103	0.6875391614135367	0.691929242485943	0.6358420519743503	0.5913938575767803	0.6802902463719204	0.6490961623944288	0.6189029774308622	0.27276400974713827
41	0.5848427786126523	0.6370665569261968	0.6875077935555505	0.6914082026498373	0.6348801889976375	0.5835639554505568	0.6861964225447182	0.650306517732897	0.6151301161529021	0.27119245158244226
42	0.5842218917575244	0.6373306531259187	0.6861568052328134	0.6908107470725167	0.6346439419507256	0.5980425244684442	0.6712453594330071	0.6452787589672626	0.6207633427335307	0.27001230709463003
43	0.5833280659772653	0.6369877370796693	0.686656185085739	0.6906660113888712	0.6339352008099899	0.6007087411407357	0.667161660479244	0.6434691442825639	0.6213541393936219	0.26846382432949883
44	0.5816938782347213	0.6365340886307536	0.6873809296545115	0.6916863662514425	0.6344583192710092	0.6121160985487681	0.65680053999325	0.6407475446901717	0.6261046672190003	0.2691855140897337
45	0.5805985571806428	0.6371899193016372	0.6876190390220527	0.6933540223613273	0.6354033074586568	0.5702328720890989	0.7005737428282146	0.6556969885128842	0.6099859200693165	0.2731366778746368
46	0.578917736057277	0.6371562173187109	0.6871057720663069	0.6925110733384331	0.6355045561930476	0.5778265271684104	0.6931825852176848	0.6531741187242485	0.613194369829161	0.27283047218933254
47	0.5778621189196534	0.6367450746900923	0.6872072850565911	0.6920670633729165	0.6354708066149173	0.5898076274046574	0.6811339858251771	0.6490863170405586	0.618028786646391	0.27207862540427635
48	0.5768682341802599	0.6377474411532479	0.6864782702492627	0.6917000604681106	0.6342220722240972	0.5747890651366858	0.6936550793115086	0.6523287881109239	0.6111091176576124	0.2703609213426207
49	0.5762125766740733	0.6371840700844112	0.6866819608561846	0.6918123355676613	0.6344920688491393	0.5828889638879514	0.6860951738103274	0.6499698931205781	0.6146044624746451	0.2704282295235435
